age;job;marital;education;default;housing;loan
52;management;married;tertiary;no;no;no
31;technician;single;tertiary;no;no;no
35;technician;married;secondary;no;no;no
49;technician;married;secondary;no;no;no
51;self-employed;married;primary;no;no;no
48;services;married;secondary;no;yes;yes
34;management;married;tertiary;no;no;no
49;admin.;married;secondary;no;no;yes
34;technician;married;secondary;no;no;no
54;management;married;tertiary;no;no;no
54;management;married;tertiary;no;no;no
34;management;single;tertiary;no;no;no
43;management;single;tertiary;no;yes;no
48;admin.;married;secondary;no;no;yes
38;technician;single;secondary;no;no;no
57;housemaid;married;primary;no;no;no
59;blue-collar;married;primary;no;no;no
39;technician;single;secondary;no;no;no
49;management;married;secondary;no;no;no
51;services;married;secondary;no;no;no
34;technician;married;secondary;no;no;no
31;technician;married;secondary;no;no;no
51;retired;married;tertiary;no;no;no
34;management;married;secondary;no;no;no
50;management;married;tertiary;no;no;no
38;management;married;tertiary;no;yes;no
44;blue-collar;married;secondary;no;no;no
40;entrepreneur;married;secondary;no;no;no
44;management;married;tertiary;no;no;no
42;management;married;tertiary;no;no;no
30;technician;single;secondary;no;no;no
41;management;married;tertiary;no;yes;no
51;management;married;tertiary;no;no;no
42;management;married;tertiary;no;yes;no
57;technician;divorced;tertiary;no;no;no
39;technician;divorced;secondary;no;yes;yes
32;management;single;tertiary;no;yes;no
34;student;single;tertiary;no;no;no
53;blue-collar;married;secondary;no;no;no
60;unknown;married;unknown;no;no;no
54;blue-collar;married;primary;no;no;no
61;management;married;tertiary;no;no;no
52;blue-collar;married;primary;no;no;no
52;technician;married;secondary;no;no;yes
37;management;married;tertiary;no;no;no
47;admin.;married;secondary;no;yes;no
33;technician;single;secondary;no;no;no
35;technician;single;tertiary;no;no;no
37;self-employed;married;secondary;no;no;no
32;technician;single;secondary;no;no;no
35;technician;married;secondary;no;no;no
46;admin.;married;secondary;no;no;no
41;management;married;tertiary;no;no;no
37;technician;married;secondary;no;no;yes
51;technician;married;tertiary;no;no;no
51;management;divorced;secondary;no;no;no
45;blue-collar;married;secondary;no;no;no
35;management;married;tertiary;no;no;no
58;retired;married;primary;no;no;no
53;blue-collar;married;primary;no;no;no
54;management;divorced;tertiary;no;yes;no
39;management;married;tertiary;no;no;no
32;technician;divorced;secondary;no;no;yes
35;management;single;tertiary;no;yes;no
48;management;married;tertiary;no;no;no
30;technician;single;tertiary;no;no;no
49;admin.;married;secondary;no;no;no
31;technician;single;tertiary;no;no;no
51;blue-collar;married;primary;no;no;no
43;technician;divorced;secondary;no;no;no
47;technician;divorced;secondary;no;no;yes
34;management;single;tertiary;no;no;no
56;housemaid;married;primary;no;no;no
53;technician;married;secondary;no;no;no
46;technician;married;secondary;no;yes;no
33;technician;married;tertiary;no;yes;no
33;management;single;tertiary;no;no;no
34;management;single;tertiary;no;no;no
39;housemaid;married;unknown;no;no;no
33;technician;single;secondary;no;no;no
51;admin.;married;secondary;no;no;no
51;blue-collar;married;primary;no;no;yes
49;unemployed;married;primary;no;no;no
41;technician;single;tertiary;no;no;no
57;technician;married;tertiary;no;no;yes
44;management;married;tertiary;yes;no;no
51;services;married;secondary;no;no;no
52;blue-collar;married;secondary;no;no;yes
31;entrepreneur;married;tertiary;no;yes;no
38;housemaid;married;primary;no;no;no
38;technician;married;secondary;no;no;no
54;technician;married;tertiary;no;no;no
42;unknown;married;unknown;no;no;no
47;blue-collar;married;primary;no;no;no
35;technician;single;tertiary;no;no;no
49;blue-collar;married;primary;no;no;no
33;technician;single;secondary;no;no;no
31;management;married;tertiary;no;no;no
45;technician;divorced;secondary;no;no;no
55;management;divorced;tertiary;no;no;no
30;management;single;tertiary;no;no;yes
43;management;married;secondary;no;no;no
45;management;married;tertiary;yes;no;yes
54;management;married;tertiary;no;no;no
31;technician;single;secondary;no;no;no
48;technician;married;tertiary;no;no;no
60;retired;married;unknown;no;no;yes
38;technician;married;secondary;no;no;no
32;technician;single;secondary;no;no;no
36;technician;single;tertiary;no;no;no
43;management;divorced;tertiary;no;yes;yes
51;blue-collar;married;primary;no;yes;no
48;technician;married;secondary;no;no;yes
54;technician;married;secondary;no;no;no
30;management;single;secondary;no;no;no
59;management;divorced;tertiary;no;no;no
34;technician;single;secondary;no;yes;no
40;technician;divorced;secondary;no;no;no
32;technician;single;secondary;no;no;no
59;retired;married;tertiary;no;no;no
35;technician;single;secondary;no;no;no
55;blue-collar;married;secondary;no;no;no
47;blue-collar;married;primary;no;no;no
46;blue-collar;married;secondary;no;no;no
56;technician;married;tertiary;no;no;no
47;management;married;secondary;no;no;no
45;management;divorced;tertiary;no;no;no
31;management;single;tertiary;no;no;no
45;blue-collar;married;primary;no;no;no
31;technician;single;tertiary;no;no;no
35;technician;married;tertiary;no;no;no
44;management;single;secondary;no;no;no
44;management;married;tertiary;no;no;no
33;management;married;tertiary;no;no;no
55;retired;married;secondary;no;no;no
54;admin.;married;tertiary;no;no;no
53;technician;married;secondary;no;no;no
37;technician;married;secondary;no;yes;yes
40;management;single;tertiary;no;yes;no
36;management;married;tertiary;no;no;no
47;services;married;secondary;no;no;yes
49;blue-collar;married;secondary;no;yes;no
31;technician;single;secondary;no;no;no
41;management;married;tertiary;no;no;no
42;management;married;tertiary;no;no;no
49;services;married;secondary;no;no;no
52;services;married;secondary;no;no;no
30;technician;single;secondary;no;no;yes
32;management;single;tertiary;no;no;no
47;services;married;secondary;no;no;no
58;blue-collar;married;primary;no;no;no
33;management;single;secondary;no;no;no
36;management;married;tertiary;no;no;no
30;technician;single;secondary;no;no;yes
60;blue-collar;married;primary;no;no;no
48;management;married;tertiary;no;yes;no
31;admin.;married;secondary;yes;no;yes
46;blue-collar;married;primary;no;yes;no
51;technician;divorced;secondary;no;no;no
50;blue-collar;married;secondary;no;no;no
41;technician;married;tertiary;no;no;no
59;technician;divorced;secondary;no;no;no
33;technician;single;tertiary;no;no;no
32;management;married;tertiary;no;yes;no
35;admin.;married;tertiary;no;no;no
44;technician;married;secondary;no;no;no
37;management;single;tertiary;no;no;no
60;retired;married;primary;no;no;no
42;management;single;tertiary;no;no;no
53;management;married;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
49;management;married;tertiary;no;no;no
33;management;married;tertiary;no;no;yes
35;management;married;tertiary;no;no;no
47;blue-collar;married;secondary;no;yes;no
38;management;married;tertiary;no;yes;no
38;management;married;tertiary;no;no;no
35;management;married;tertiary;no;no;no
48;management;married;tertiary;no;no;no
42;technician;single;secondary;no;no;no
47;self-employed;married;tertiary;no;no;no
35;management;married;tertiary;no;no;no
52;management;single;tertiary;no;no;no
30;management;married;secondary;yes;yes;no
35;technician;single;secondary;no;yes;no
42;management;divorced;tertiary;no;no;no
45;technician;married;secondary;no;no;no
48;management;married;primary;no;no;no
47;services;married;secondary;no;no;no
60;management;married;tertiary;no;no;no
44;management;married;tertiary;no;no;no
46;services;married;secondary;no;no;no
56;technician;divorced;secondary;no;no;no
50;blue-collar;married;primary;no;no;no
31;self-employed;married;tertiary;no;no;no
32;technician;single;secondary;no;no;yes
35;management;married;tertiary;no;no;no
32;management;single;tertiary;yes;yes;no
41;management;single;tertiary;no;no;no
52;self-employed;divorced;secondary;no;no;yes
48;management;single;tertiary;no;no;no
43;technician;married;secondary;no;no;no
37;management;single;tertiary;no;no;no
30;technician;single;secondary;no;no;no
35;management;married;tertiary;no;no;yes
37;management;married;tertiary;no;no;no
33;technician;married;secondary;no;yes;no
45;admin.;married;secondary;no;no;no
34;management;single;tertiary;no;no;no
50;blue-collar;married;primary;no;yes;no
35;management;single;tertiary;no;no;no
39;technician;single;secondary;no;no;no
33;technician;married;secondary;no;no;yes
60;admin.;married;primary;no;no;no
34;management;married;tertiary;no;yes;no
36;entrepreneur;divorced;tertiary;no;no;no
31;management;single;tertiary;no;no;no
33;technician;single;secondary;no;yes;no
49;self-employed;married;secondary;no;no;no
42;housemaid;married;tertiary;no;no;no
51;services;married;primary;no;yes;no
57;services;married;secondary;no;no;no
31;management;married;tertiary;no;no;no
55;self-employed;married;secondary;yes;no;no
33;technician;single;tertiary;no;no;no
45;management;married;tertiary;no;no;no
39;management;single;tertiary;no;no;no
36;management;married;tertiary;no;no;no
32;management;married;secondary;no;no;no
34;technician;single;secondary;no;no;no
30;technician;single;tertiary;no;yes;no
31;technician;single;tertiary;no;no;no
31;admin.;married;secondary;no;no;no
52;self-employed;married;secondary;no;no;no
44;management;married;tertiary;no;no;no
31;unemployed;married;tertiary;no;no;no
45;blue-collar;married;primary;no;no;no
30;management;single;tertiary;no;no;no
39;technician;single;secondary;no;no;no
37;technician;single;secondary;no;yes;no
46;management;married;tertiary;no;no;no
58;services;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
38;technician;married;secondary;no;no;no
32;management;single;tertiary;no;no;no
30;technician;single;secondary;no;no;no
34;technician;married;secondary;no;no;no
35;technician;single;secondary;no;no;yes
46;services;married;secondary;no;no;no
56;admin.;married;secondary;no;no;no
59;self-employed;married;primary;no;no;no
52;blue-collar;married;primary;no;no;yes
34;technician;married;secondary;no;no;no
52;admin.;divorced;unknown;no;no;no
54;blue-collar;married;primary;no;no;no
30;management;single;tertiary;no;no;yes
48;technician;single;secondary;no;no;no
32;management;married;tertiary;no;no;no
32;management;married;tertiary;no;no;no
36;management;divorced;tertiary;no;no;no
36;technician;single;secondary;yes;no;yes
40;management;single;tertiary;no;no;no
36;unemployed;married;tertiary;no;no;no
40;management;married;tertiary;no;no;no
36;management;married;secondary;no;no;no
45;management;married;tertiary;no;no;no
38;technician;married;tertiary;no;no;no
50;blue-collar;married;secondary;yes;yes;no
32;management;divorced;tertiary;no;no;no
44;technician;married;secondary;no;no;no
41;management;divorced;tertiary;no;no;no
31;unknown;married;tertiary;no;no;no
52;blue-collar;married;primary;no;no;no
37;management;single;tertiary;no;no;no
30;management;married;tertiary;no;no;no
39;management;married;secondary;no;yes;no
39;management;divorced;tertiary;no;no;no
50;blue-collar;married;secondary;no;no;no
32;technician;married;secondary;no;no;no
32;technician;single;tertiary;no;yes;no
40;technician;divorced;secondary;no;no;no
45;technician;divorced;tertiary;no;no;no
34;management;single;tertiary;no;no;no
38;management;single;tertiary;no;no;no
50;housemaid;married;primary;no;no;no
39;technician;married;secondary;no;no;no
34;self-employed;single;secondary;no;no;no
33;technician;single;secondary;no;yes;no
55;technician;divorced;tertiary;no;no;no
31;management;single;tertiary;no;no;no
45;technician;married;secondary;no;no;no
38;technician;single;tertiary;no;no;no
50;self-employed;married;tertiary;no;no;no
51;blue-collar;married;secondary;no;yes;yes
31;technician;divorced;tertiary;no;no;no
48;management;married;tertiary;no;no;no
33;management;married;tertiary;no;no;no
35;technician;married;secondary;no;no;no
34;services;married;secondary;no;no;no
45;technician;divorced;tertiary;no;no;no
35;technician;married;secondary;no;no;no
51;services;married;unknown;no;no;no
49;management;married;tertiary;no;no;no
48;entrepreneur;married;primary;no;no;yes
37;management;married;tertiary;no;no;no
58;admin.;married;secondary;no;no;no
53;management;married;tertiary;no;no;yes
54;management;married;tertiary;no;yes;yes
30;management;single;tertiary;no;no;no
52;management;married;tertiary;no;no;no
49;blue-collar;married;secondary;no;no;no
55;retired;married;secondary;no;no;no
37;technician;married;tertiary;no;no;no
37;self-employed;married;secondary;no;no;yes
59;retired;married;primary;no;yes;no
32;management;single;tertiary;no;no;no
49;blue-collar;married;secondary;no;no;no
59;retired;married;secondary;no;no;no
35;technician;divorced;secondary;no;no;no
41;management;married;tertiary;no;no;no
38;technician;married;tertiary;no;no;no
51;technician;married;tertiary;no;no;no
52;management;divorced;tertiary;no;no;no
55;services;married;unknown;no;no;no
40;technician;married;secondary;no;no;no
46;blue-collar;married;secondary;no;no;no
38;management;married;tertiary;no;yes;no
40;management;married;tertiary;no;yes;yes
38;technician;married;secondary;no;no;no
47;admin.;married;secondary;no;no;no
31;management;married;tertiary;no;yes;no
39;technician;single;tertiary;no;no;no
59;housemaid;married;primary;no;no;no
44;management;married;tertiary;no;yes;no
35;technician;single;secondary;no;no;no
42;management;single;tertiary;no;no;no
42;technician;divorced;secondary;no;yes;no
58;management;married;tertiary;no;no;no
33;management;single;tertiary;no;no;no
31;management;single;secondary;no;no;no
48;technician;married;secondary;no;no;no
59;management;married;tertiary;no;no;no
